용어,설명
k11 복합형소총 [k-11 Objective Individual Combat Weapon],"한국군이 사용할 차기소총으로 5.56mm탄과 20mm 공중 폭발탄 발사가 가능한 복합형소총이다.국방과학연구소주도하에 S&T대우, 이오시스템, 풍산, 한화 등 국내방위산업체들이 개발에 참여하였다. 2000년대부터 개발을 시작하여 2005년 11월 실물크기의 모형을 공개 하였다. 이후 2008년 7월 시제품을 제작하여 전투용으로 적합판정을 받았다.K11 복합형소총은 기본적으로 미국이 개발중인 복합형소총(OICW: Objective Individual Combat Weapon)과 유사한 모델이다. 미국을 비롯한 다른 국가에서도 복합형소총 개발이 진행되었으나 지지부진하였고 한국군만이 실전에 사용 할 수 있는 모델의 개발을 완료하였다.화력은 기본적인 5.56mm탄과 20mm 공중폭발탄을 사용하면서 강화되었다. 5.56mm탄은 기존K-2소총의 탄창을 공유하며, 20mm탄은 5연발 탄창을 사용하게 된다. 5.56mm탄과 20mm탄의 발사는 방아쇠 하나로 가능하며 이는 이중총열을 가진 다른 소총과 차별화 되는 부분이다. 20mm탄의 발사는 반 자동식이 아닌 볼트액션방식을 채택하여 부피와 중량을 줄였다.K11복합형소총은 레이저 거리측정기, 탄도컴퓨터, CCD(charge-coupled device)카메라, 직접 관측용 광학장비, 환경센서, 표적추적장치. 열영상장비 등의 사격장치를 갖춤으로써 주야에 관계없이 효과적인 작전수행이 가능하다. 또 기존 소총과 비교하였을 때 전투사거리를 3배 이상 늘렸다. K11복합형소총은 어떤 기후 조건에서도 운용 가능하도록 설계되었다. 20mm탄은 공중폭발, 접촉폭발, 충격지역, 자폭 등 4가지 모드를 지원한다. 공중폭발은 직사화기로 공격이 어려운 엄폐물 뒤의 적(敵)을 살상하는데 효과적이며, 20mm탄이 적의 3~4m 상공에서 폭발하게 된다.가격은 1정당 약 1,600만원으로 책정되었으며, 국제 무기시장에서 경쟁력을 갖추었다는 평가다. 실제로 K11복합형소총의 실전배치가 결정 된 이후인 2010년 5월 UAE와 첫 수출을 계약이 이루어졌다. K11 복합형소총은 실전 배치시 K-2/K201 유탄발사기를 대체하는 전력으로 분대당 2정을 보급하고, 나머지 분대원은 일반소총을 보급하는 형태로 운용할 계획이다. 한국군의 K11 복합형소총 실전배치는 2011년 4월로 예정되었으나, 사통장치 불량문제로 그 도입 시기가 늦추어 질 것으로 예상된다. 제작은 S&T대우에서 담당하고 있다."
글로벌 옵서버 [Global Observer],"미국 에어로바이런먼트 사(社)에서 개발한 수소연료를 사용하는 최초의 정찰비행기이다. 적의 대공미사일이 미치지 못하는 성층권(20km, 55,000~65,000 feet)에서 일주일간 비행이 가능하고, 인공위성을 통해 운용된다. 글러버 옵서버는 그동안 미국에서 개발된 무인정찰기에 비해 체공시간이 길고 적에게 공격당할 위험성이 극히 낮으며 미국의 차세대 정찰기로 주목받고 있다. 날개 길이는 53m이며 범위는 약 500km까지 정찰이 가능하다."
수소폭탄 개발,"미국에 이어 옛 소련도 1949년원자폭탄실험에 성공하게 되자 미국은 이론적으로는 
	제작이 가능한 것으로 알려진 핵융합무기인수소폭탄의 개발에 착수하였다. 1952년액체수소(중수소 또는 삼중수소)를 이용한 습식(濕式) 수소폭탄이 완성되어 11월 1일 
	서태평양상의 에니위톡(Eniwetok)에서 실험에 성공했으며, 소련에서는 1953년 
	수소화리튬을 이용한 건성수소폭탄(리튬폭탄)을 완성함으로써 수소폭탄이 
	실용화되었다.1954년 미국은 수소폭탄의 외각을우라늄238238U으로 싼 3F 폭탄을 개발하여 3월 
	1일 비키니(Bikini)에서 실험하였는데 그 위력은 TNT 1,500∼2,000만t(15∼20Mt)에 
	달하였다. 현재까지 실험된 수소폭탄 중 최대의 것은 소련이 1961년에 실시한 것으로 위력은 
	58Mt인 것으로 알려졌다."
"공격용 헬리콥터 [attack helicopter, 攻擊用─]","북대서양조약기구(NATO)와 대치한 바르샤바조약군의 장갑전략에 대처하기 위해 미국이 새로 개발하였다.로켓을 탑재하고베트남전쟁에 나타나 적의 장갑전력에 큰 손상을 주었다. 미국은 그 경험을 토대로 본격적인 대전차 공격용의헬리콥터AH-1S 코브라를 개발하여 배치하였다.
차기 공격용 헬리콥터 AH-64 아파치는 제3세대의대전차미사일인 헬파이어를 탑재하고 있다. 그 밖에 러시아 Mi-24 하인드·Mi-28 하보크, 이탈리아 PAH2/HAC 등이 대표적이다."
"구경 [caliber, 口徑]","단위는 미국·영국에서는인치(inch)로 표시하고, 독일·일본에서는 밀리미터(mm)로 나타낸다. 미국제소총에서 캘리버(구경) 30, 캘리버 22는 각각 30/100인치, 22/100인치를 뜻한다.대포에서는 구경과 함께 포신(砲身)의 길이를 배수(倍數)로 나타내는 경우가 많다.
예를 들면 50구경장 400mm포라고 하는 것은, 포신의 길이가 구경의 50배이고 구경은 400mm라는 뜻이다. 이것은 포의 크기를 나타내는 하나의 척도가 된다."
"공격기 [attack airplane, 攻擊機]","이 기종(機種)은 우선 전천후성(全天候性)이 있어야 하고, 저공 ·고속에 뛰어난 운동성이 요구된다. 경우에 따라서는 직접지원에도 사용되며, 전투폭격기의 임무도 수행할 수 있어야 한다. 오늘날은항공모함에서 발진하는 것, 육상기지에서 발진하는 것, 지상추적 레이더를 장착한 것 등도 있다.
탑재한 병기는 대형 기관총, 소형핵탄두를 포함한 각종 폭탄, 공대지(空對地) 미사일 등이며, 공격 목표에 따라서 특수한 전자식 병기관제장치를 장비할 경우도 있다."
대우포 [大于浦],"30일 동안 공방전이 벌어진 구주싸움에서몽골군은 온갖 무기를 동원, 구주성을 
	공격하였다. 그러나 구주성이 함락되지 않으므로 몽골군은 최후로 운제(雲梯:높은 
	사닥다리)를 만들어 성벽을 기어올랐다. 그러자 박서는 대우포라는 큰 칼을 만들어 
	운제를 분쇄하였다."
베놈 [Venom],"영국의항공기제작업체 드 하빌랜드사(社)가 뱀파이어의 성능 향상형으로 개발한전투기이다. 개발을 시작할 때는 뱀파이어FB8라는 이름을 붙일 계획이었다. 하지만 엔진이 변경되고 기체도 다시 설계되는 등 새로운 기체와 다름없었기 때문에 베놈이라는 이름을 얻었다. 모두 1,000대 이상 생산되었다.뱀파이어FBMk8TG278이라는 이름의 원형기가 1947년 5월 8일 처음 비행하였다. 이 기체와 양산형 뱀파이어의 가장 큰 차이점은 고속비행 성능을 높이기 위해 17도 후퇴날개를 주날개로 채용하고, 주날개 아래 가장자리에연료탱크를 부착한 것이다. 이에 따라 뱀파이어에 비해 최대속도가 빨라지는 등 전체 성능이 향상되었다.드 하빌랜드사가 개발한 추력 2,180㎏의 고스트(ghost) 103터보제트엔진 1개를 장착했으며, 최대속도 시속 960㎞,항속거리는 1,730㎞다. 이스파노 20㎜기관포4문을 고정무장으로 장착했으며, 주날개 아래 파일런에 폭탄과로켓탄등 최대 900㎏의 무장을 탑재할 수 있다.최초의 양산형인FB1 외에 조종 계통과 뒷날개를 개량한FB4, 기수에레이더를 장착한 복좌 야간 전투기형NF2,NF2를 개량한NF3,NF2를 전천후 함상전투기로 발전시킨 시베놈(SeaVenom) 등이 개발되었다."
네이팜탄 [napalm],"소이력이 매우 커서 3,000℃의 고열을 내면서 반지름 30m 이내를 불바다로 만들고, 사람을 타 죽게 하거나 질식하여 죽게 한다.제2차 세계대전때부터 비행기에서 투하하는 방법으로 쓰였다. 도시에 대한 공격에는 비교적 작은 것이 사용되었으나, 인도차이나전쟁 ·베트남전쟁등에서 야전 ·밀림지대에 대해서 400kg내외의 큰 것이 사용되었다."
"공랭식기관총 [air-cooled machine gun, 空冷式機關銃]","기관총은 총열이 열을 많이 받게 되면 그 성능이 떨어지므로 총열을 냉각시킬 필요가 
	있다. 냉각 방식에는 공랭식과 수랭식이 있는데 수랭식은 공랭식에 비하여 장시간의사격이 가능하다는 장점이 있으나, 기동성의 불량, 위치의 노출 등으로 오늘날은 
	사용되지 않는다. 공랭식은 삼각대의 분해가 편리하고 가벼워서 기동성이 좋을 
	뿐만 아니라 낮은 사격자세를 유지할 수 있다는 장점이 있다."
서브머신건 [submachine gun],"기관단총이라고도 한다.제1차 세계대전중 이탈리아에서 개발되었고, 뒤이어 미국·독일에서도 개발이 되어, 오늘날은 모든 국가가 제식무기로 채용하였다. 특히제2차 세계대전에서시가전·밀림전에 이 무기가 크게 효과를 거두어 실용성을 인정받았다.
구조는기관총과 거의 비슷하나 총신이 짧고 가벼우며, 취급이 용이하여자동권총과 기관총의 중간 무기라 할 수 있다.소총·기관총에 비해서 사정거리가 짧은 대신구경이 비교적 크므로 근거리 사격에 있어서 살상 효과는 크다. 사정거리는 보통 80∼120m이고, 구경은 7∼11.5mm로 권총탄환이 사용되며, 분당 500∼600발의 연속사격을 할 수 있다. 대부분이 가스 반동식, 탄창장전식이며, 구조가 기관총에 비해서 간단하므로 공업수준이 낮은 국가에서도 쉽게 생산할 수 있다.
1920년대 미국에서 갱들이 애용한 '토미 건'은 군용에서 시판이 허용된 '톰프슨 서브머신 건'이다. 세계적으로 알려진 서브머신 건은 미국의 '톰프슨',영국의 '스텐',독일의 '슈마이저',이스라엘의 '우지',소련의'PPSH'등이 있다."
"성형작약탄두 [Shaped Charge Warhead, 成形炸藥彈頭]","몬로 효과(Monroe effect)와 화학에너지를 이용한 탄두이다.전차·장갑차 등의 장갑차량을 파괴하기 위해 개발되었다.제2차 세계대전말 구소련 전차를 파괴하기 위해 독일이 개발한 판저파우스트가 처음 성형작약탄두를 사용하였고 제2차 세계대전 뒤 대전차유도탄에 적용되고 있다.
먼로효과란 작약 앞에 원뿔 모양의 덧입힘쇠(liner)를 설치하면 폭발에너지가 원뿔의 꼭짓점에 집중되는 현상이다. 몬로효과로 발생되는 화학에너지는 성형작약탄두가 장갑판에 맞아 폭발할 때 고온·고압의 메탈제트를 만들어낸다. 메탈 제트는 초속 8㎞의 속도로 장갑판을 관통하여 약 3000도의 고온으로 승무원을 죽이거나 전차 안을 파괴한다.
성형작약탄두를 회전시키면 원심력에 의해 몬로효과가 상쇄되기 때문에 성형작약탄두는 강선이 없는 활강포로 발사하여야 한다. 또한 몬로효과는 속도와 질량 등운동에너지의 영향을 받지 않아 탄두의 속도가 느려도 충분한 성능을 발휘한다. 따라서보병이 휴대할 수 있는 대전차로켓탄과대전차미사일등에 적용되고 있다.
성형작약탄두를 사용하는 포탄은 대전차고폭탄(HEAT;High Explosive Anti Tank)과 점착유탄(HESH;High Explosive Squash Head) 등이 있다. 대전차미사일을 비롯한 각종공대지미사일과 러시아의 RPG7, 독일의 판저파우스트3, 미국의 MPIM/SRAW 등 보병이 휴대하는 대전차로켓탄도 성형작약탄두를 장착하였다. 성형작약탄두에 의한 피해를 막기 위해 복합장갑 혹은 반응장이 필요하다."
도리깨,"철곤(鐵棍)이라고도 한다. 길이가 1.8m인 긴 몽둥이 끝에 그 길이의 1/4이 되는 
	쇳조각이 달려 있다. 몽둥이와 쇳조각의 각각 한쪽 끝에 구멍이 뚫린 꼭지가 있는 
	쇠두겁을 씌워서 고리로 연결하여 만들었다. 적을 후려갈기는 데 사용하였다."
"폭뢰 [depth charge, 爆雷]","제1차 세계대전 때 독일군의잠수함을 공격하기 위하여 연합군측이 개발하였다. 일반적으로 사용되는 것은 중량 100kg내외의 드럼통형이며, 그 안에 폭약·기폭장치 등이 내장되고 있으나 추진장치는 없다. 수상함정(주로구축함)의 함미에 있는 투하장치·투사기(投射機:폭뢰포라고도 하며, 모양에 따라서 K포·Y포라고도 한다) 또는 항공기로부터 투하·투사된다. 수중에 투하된 폭뢰는 자체 중량으로 가라앉다가, 일정한 심도에 도달하면 수압을 이용한 기폭장치의 작동으로 자동적으로폭발하게 되며, 그 폭발압력으로 근처의 잠수함을 손상·파괴하게 된다.치명적인 가해거리는 10m 내외이다. 드럼통형 폭뢰는 수중침강속도가 초속 3m 내외이므로 잠수함의 잠항심도가 깊어지고, 수중속력이 고속화됨에 따라, 폭뢰공격을 감지하기만 하면 쉽게 피할 수 있으며, 이에 대처하기 위하여 유선형의 속침폭뢰(速沈爆雷)가 개발되었다. 함미로부터 투하되는 방식은 공격함이 상대의 잠수함 바로 위를 통과하면서 공격해야 하므로 수중음향탐지기(SONAR)의 맹목기간을 길게 해서 공격효과를 감소시키고, 적의 잠수함으로부터 반격할 기회를 줄 위험이 따르므로, 이 결점을 없애기 위해 제2차 세계대전 중, 로켓·박격포식 전투무기(前投武器:폭뢰를 앞쪽에서 발사할 수 있게 한 것)가 개발되었다.
오늘날 쓰이는 것은 미국의MK108(單裝)·헤지호그(24連裝), 영국의 림보(3連裝), 스웨덴의 보흐오스(4連裝) 등이 있다. 헤지호그는 소형폭뢰 24개를 약 200m 전방에 투망식으로 발사하며, 그 중의 어느 하나라도 잠수함에 닿아 폭발하면 나머지 것도 일시에 유도 폭발하도록 되어 있다. 제2차 세계대전 후 호밍어뢰·대잠용 로켓이 개발되었으나 잠수함의 성능도 현저하게 발달되었고, 특히원자력잠수함의 출현으로 그 수중활동 능력이 획기적으로 향상됨으로써, 폭뢰의 대잠 공격능력은 상대적으로 감퇴하게 되었다. 이러한 명중률 저하를 핵폭발에 의한 대파괴력으로 메우기 위해 핵폭뢰도 출현하였다. 20kt의 핵폭뢰는 약 100m 범위 내의 잠수함을 정확하게 격침시킬 수 있다고 한다."
